"show_id","type","title","release_year","rating","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage"
"s2842","Movie","How to Be a Player",1997,"R","R","Rotten",11,9,"Upright",76,6950,"Male",5,8,62
"s3104","Movie","Jackie Brown",1997,"R","R","Certified-Fresh",87,84,"Upright",85,215362,"Male",7,10,70
"s3764","Movie","Love Jones",1997,"R","R","Fresh",73,15,"Upright",97,25712,"Male",5,7,71
"s4032","Movie","Men in Black",1997,"PG-13","PG-13","Certified-Fresh",92,90,"Upright",79,1049370,"Male",6,7,86
"s4178","Movie","Money Talks",1997,"R","R","Rotten",16,19,"Upright",71,38975,"Male",5,8,62
"s5443","Movie","Scream 2",1997,"R","R","Certified-Fresh",81,78,"Spilled",57,412628,"Male",8,18,44
"s6745","Movie","The Peacemaker",1997,"R","R","Rotten",43,35,"Spilled",39,45616,"Male",6,7,86
"s795","Movie","Beavis and Butt-head Do America",1996,"PG-13","PG-13","Fresh",72,53,"Upright",69,301847,"Male",5,7,71
"s1850","Movie","Dragonheart",1996,"PG-13","PG-13","Rotten",50,30,"Upright",60,326626,"Male",6,8,75
"s3405","Movie","Kingpin",1996,"PG-13","PG-13","Rotten",50,38,"Upright",69,81301,"Male",6,8,75
"s4970","Movie","Primal Fear",1996,"R","R","Certified-Fresh",76,45,"Upright",89,65365,"Male",9,13,69
"s5668","Movie","Sling Blade",1996,"R","R","Certified-Fresh",96,56,"Upright",92,56105,"Male",9,10,90
"s5850","Movie","Striptease",1996,"R","R","Rotten",11,70,"Spilled",24,53986,"Male",7,9,78
"s6246","Movie","The Craft",1996,"R","R","Rotten",56,57,"Upright",65,259910,"Male",4,10,40
"s6356","Movie","The First Wives Club",1996,"PG","PG","Rotten",50,72,"Upright",68,62646,"Male",5,13,38
"s6945","Movie","The Trigger Effect",1996,"R","R","Fresh",75,24,"Spilled",43,2473,"Male",5,6,83
"s688","Movie","Bad Boys",1995,"R","R","Fresh",89,19,"Upright",81,61585,"Male",7,18,39
"s688","Movie","Bad Boys",1995,"R","R","Rotten",42,64,"Upright",78,660862,"Male",7,18,39
"s709","Movie","Balto",1995,"G","G","Rotten",54,24,"Upright",70,71758,"Male",7,8,88
"s2848","Movie","How to Make an American Quilt",1995,"PG-13","PG-13","Fresh",61,33,"Upright",63,11399,"Male",6,17,35
"s3077","Movie","It Takes Two",1995,"PG","PG","Rotten",8,24,"Upright",60,135219,"Male",2,6,33
"s3368","Movie","Kicking and Screaming",1995,"R","R","Rotten",57,37,"Upright",76,8633,"Male",6,8,75
"s4543","Movie","Now and Then",1995,"PG-13","PG-13","Rotten",32,19,"Upright",82,76152,"Male",1,10,10
"s6081","Movie","The American President",1995,"PG-13","PG-13","Certified-Fresh",91,56,"Upright",77,55066,"Male",7,13,54
"s6490","Movie","The Indian in the Cupboard",1995,"PG","PG","Fresh",73,22,"Spilled",40,60743,"Male",7,9,78
"s7120","Movie","To Wong Foo, Thanks for Everything! Julie Newmar",1995,"PG-13","PG-13","Rotten",39,38,"Upright",71,50676,"Male",7,14,50
"s5003","Movie","Pulp Fiction",1994,"R","R","Certified-Fresh",92,106,"Upright",96,1127813,"Male",8,12,67
"s6254","Movie","The Crow",1994,"R","R","Certified-Fresh",83,58,"Upright",90,377274,"Male",8,12,67
"s6361","Movie","The Flintstones",1994,"PG","PG","Rotten",22,46,"Spilled",24,261112,"Male",6,9,67
"s6706","Movie","The Next Karate Kid",1994,"PG","PG","Rotten",7,27,"Spilled",24,61034,"Male",4,6,67
"s6829","Movie","The River Wild",1994,"PG-13","PG-13","Rotten",56,32,"Spilled",51,46933,"Male",6,9,67
"s7682","Movie","Wyatt Earp",1994,"PG-13","PG-13","Rotten",44,27,"Upright",61,50200,"Male",10,12,83
"s167","Movie","A Dangerous Woman",1993,"R","R","Rotten",50,12,"Spilled",31,1238,"Male",4,9,44
"s4845","Movie","Philadelphia",1993,"PG-13","PG-13","Certified-Fresh",80,56,"Upright",89,183357,"Male",8,9,89
"s5431","Movie","Schindler's List",1993,"R","R","Certified-Fresh",97,100,"Upright",97,411608,"Male",6,8,75
"s5450","Movie","Searching for Bobby Fischer",1993,"PG","PG","Certified-Fresh",100,44,"Upright",86,22622,"Male",8,10,80
"s5669","Movie","Sliver",1993,"R","R","Rotten",11,27,"Spilled",28,17522,"Male",4,10,40
"s6746","Movie","The Pelican Brief",1993,"PG-13","PG-13","Rotten",53,53,"Upright",61,75639,"Male",9,10,90
"s7571","Movie","What's Eating Gilbert Grape",1993,"PG-13","PG-13","Certified-Fresh",90,49,"Upright",89,301721,"Male",5,10,50
"s796","Movie","Bebe's Kids",1992,"PG-13","PG-13","Rotten",30,10,"Upright",74,10118,"Male",3,7,43
"s4787","Movie","Passenger 57",1992,"R","R","Rotten",24,25,"Spilled",38,56276,"Male",7,9,78
"s4795","Movie","Patriot Games",1992,"R","R","Fresh",73,41,"Upright",73,70710,"Male",7,10,70
"s2800","Movie","Hook",1991,"PG","PG","Rotten",29,65,"Upright",76,731223,"Male",5,9,56
"s4321","Movie","My Girl",1991,"PG-13","PG-13","Rotten",53,17,"Upright",77,394678,"Male",4,7,57
"s6553","Movie","The Last Boy Scout",1991,"R","R","Rotten",47,36,"Upright",68,60243,"Male",5,8,62
"s2494","Movie","GoodFellas",1990,"R","R","Certified-Fresh",96,100,"Upright",97,429632,"Male",9,9,100
"s5250","Movie","Rocky V",1990,"PG-13","PG-13","Rotten",29,35,"Spilled",31,268209,"Male",7,8,88
"s7208","Movie","Tremors",1990,"PG-13","PG-13","Certified-Fresh",86,44,"Upright",75,240153,"Male",7,12,58
"s1576","Movie","Dad",1989,"PG","PG","Fresh",60,10,"Upright",60,4768,"Male",9,12,75
"s2992","Movie","Indiana Jones and the Last Crusade",1989,"PG-13","PG-13","Certified-Fresh",88,72,"Upright",94,768536,"Male",9,10,90
"s3666","Movie","Little Monsters",1989,"PG","NR","Certified-Fresh",80,128,"",100,9,"Male",7,16,44
"s3666","Movie","Little Monsters",1989,"PG","PG","Rotten",44,9,"Upright",62,48947,"Male",7,16,44
"s1332","Movie","Child's Play",1988,"R","R","Fresh",63,202,"",57,5798,"Male",7,18,39
"s1332","Movie","Child's Play",1988,"R","R","Fresh",71,49,"Upright",63,267567,"Male",7,18,39
"s3388","Movie","Killer Klowns from Outer Space",1988,"PG-13","PG-13","Fresh",75,24,"Spilled",59,43277,"Male",5,6,83
"s4373","Movie","Mystic Pizza",1988,"R","R","Fresh",75,24,"Spilled",55,43824,"Male",2,7,29
"s5071","Movie","Rain Man",1988,"R","R","Certified-Fresh",89,80,"Upright",90,314120,"Male",5,8,62
"s5433","Movie","School Daze",1988,"R","R","Rotten",56,27,"Upright",80,8967,"Male",6,8,75
"s6698","Movie","The Naked Gun: From the Files of Police Squad!",1988,"PG-13","PG-13","Certified-Fresh",88,57,"Upright",84,176871,"Male",5,7,71
"s2590","Movie","Hamburger Hill",1987,"R","R","Fresh",100,12,"Upright",72,33066,"Male",10,10,100
"s3488","Movie","La Bamba",1987,"PG-13","PG-13","Certified-Fresh",91,43,"Upright",78,52251,"Male",5,8,62
"s486","Movie","An American Tail",1986,"G","G","Fresh",71,28,"Upright",71,257273,"Male",6,9,67
"s2151","Movie","Ferris Bueller's Day Off",1986,"PG-13","PG-13","Certified-Fresh",81,67,"Upright",92,728750,"Male",7,11,64
"s5249","Movie","Rocky IV",1985,"PG","PG","Rotten",40,48,"Upright",79,352586,"Male",4,6,67
"s2994","Movie","Indiana Jones and the Temple of Doom",1984,"PG","PG","Certified-Fresh",84,69,"Upright",81,716843,"Male",3,4,75
"s5135","Movie","Red Dawn",1984,"PG-13","PG-13","Rotten",15,143,"Spilled",51,66686,"Male",7,18,39
"s5135","Movie","Red Dawn",1984,"PG-13","PG-13","Rotten",46,24,"Upright",65,49159,"Male",7,18,39
"s6699","Movie","The Natural",1984,"PG","PG","Certified-Fresh",81,43,"Upright",88,37791,"Male",6,9,67
"s5248","Movie","Rocky III",1982,"PG","PG","Fresh",63,38,"Upright",74,345523,"Male",7,8,88
"s5849","Movie","Stripes",1981,"R","R","Fresh",86,36,"Upright",79,53088,"Male",8,10,80
"s6338","Movie","The Evil Dead",1981,"TV-MA","R","Certified-Fresh",95,62,"Upright",84,202827,"Male",3,6,50
"s4910","Movie","Popeye",1980,"PG","PG","Fresh",61,33,"Spilled",39,56157,"Male",7,8,88
"s5064","Movie","Raging Bull",1980,"R","R","Certified-Fresh",93,74,"Upright",93,131407,"Male",6,8,75
"s5247","Movie","Rocky II",1979,"PG","PG","Fresh",71,31,"Upright",82,346329,"Male",7,9,78
"s2523","Movie","Grease",1978,"PG","PG","Certified-Fresh",75,73,"Upright",87,1161351,"Male",6,14,43
"s6199","Movie","The Car",1977,"PG","R","Rotten",28,18,"Spilled",52,6012,"Male",5,8,62
"s1227","Movie","Carrie",1976,"R","NR","Fresh",83,6,"Spilled",59,517,"Male",5,48,10
"s1227","Movie","Carrie",1976,"R","NR","Rotten",20,10,"Spilled",50,77581,"Male",5,48,10
"s1227","Movie","Carrie",1976,"R","R","Certified-Fresh",93,67,"Upright",77,353052,"Male",5,48,10
"s1227","Movie","Carrie",1976,"R","R","Rotten",50,183,"Spilled",44,82160,"Male",5,48,10
"s3705","Movie","Logan's Run",1976,"PG","PG","Fresh",62,34,"Upright",67,44738,"Male",7,9,78
"s5245","Movie","Rocky",1976,"PG","PG","Certified-Fresh",94,65,"Upright",69,33403994,"Male",6,7,86
"s5739","Movie","Sparkle",1976,"PG","NR","Fresh",78,18,"",NA,NA,"Male",3,18,17
"s5739","Movie","Sparkle",1976,"PG","PG","Rotten",10,10,"Upright",90,4581,"Male",3,18,17
"s5739","Movie","Sparkle",1976,"PG","PG-13","Rotten",56,94,"Spilled",44,886,"Male",3,18,17
"s5995","Movie","Taxi Driver",1976,"R","R","Certified-Fresh",96,92,"Upright",93,260593,"Male",7,9,78
"s393","Movie","Alice Doesn't Live Here Anymore",1974,"PG","PG","Fresh",88,33,"Upright",82,9844,"Male",5,10,50
"s6614","Movie","The Longest Yard",1974,"R","PG-13","Rotten",31,169,"Upright",62,32774364,"Male",8,18,44
"s6614","Movie","The Longest Yard",1974,"R","R","Fresh",79,34,"Upright",75,81341,"Male",8,18,44
"s6924","Movie","The Texas Chainsaw Massacre",1974,"R","R","Rotten",37,156,"Spilled",58,400615,"Male",6,7,86
"s1284","Movie","Charlotte's Web",1973,"G","G","Certified-Fresh",78,148,"Upright",62,379988,"Male",7,22,32
"s1284","Movie","Charlotte's Web",1973,"G","G","Fresh",77,22,"Upright",67,227184,"Male",7,22,32
"s1415","Movie","Cleopatra Jones",1973,"PG","R","Fresh",79,14,"Spilled",45,2674,"Male",1,4,25
"s4009","Movie","Mean Streets",1973,"R","R","Certified-Fresh",95,62,"Upright",84,54816,"Male",6,6,100
"s5908","Movie","Superfly",1972,"R","R","Fresh",92,26,"Upright",70,5556,"Male",3,6,50
"s5908","Movie","Superfly",1972,"R","R","Rotten",50,101,"Spilled",46,873,"Male",3,6,50
"s2153","Movie","Fiddler on the Roof",1971,"G","G","Certified-Fresh",83,41,"Upright",92,52560,"Male",3,7,43
"s7243","Movie","True Grit",1969,"G","G","Certified-Fresh",89,53,"Upright",84,26169,"Male",7,16,44
"s7243","Movie","True Grit",1969,"G","PG-13","Certified-Fresh",96,272,"Upright",85,158268,"Male",7,16,44
"s5286","Movie","Rosemary's Baby",1968,"R","R","Certified-Fresh",96,72,"Upright",87,73837,"Male",6,9,67
"s5786","TV Show","Star Trek",1968,"TV-14","PG-13","Certified-Fresh",94,353,"Upright",91,747806,"Male",4,6,67
"s1042","Movie","Bonnie and Clyde",1967,"R","R","Certified-Fresh",88,64,"Upright",88,56566,"Male",5,8,62
"s1498","Movie","Cool Hand Luke",1967,"TV-14","PG","Certified-Fresh",100,51,"Upright",95,63694,"Male",9,10,90
"s7610","Movie","Who's That Knocking at My Door?",1967,"R","R","Fresh",70,20,"Upright",61,5166,"Male",2,5,40
"s6222","Movie","The Cincinnati Kid",1965,"TV-14","G","Fresh",82,22,"Upright",78,6002,"Male",8,11,73
"s4301","Movie","Mutiny on the Bounty",1962,"TV-PG","NR","Certified-Fresh",93,41,"Upright",83,8061,"Male",5,10,50
"s4301","Movie","Mutiny on the Bounty",1962,"TV-PG","NR","Fresh",68,19,"Upright",73,4471,"Male",5,10,50
"s1153","Movie","Butterfield 8",1960,"TV-14","NR","Rotten",47,19,"Spilled",57,4072,"Male",3,8,38
"s4564","Movie","Ocean's Eleven",1960,"TV-PG","PG-13","Certified-Fresh",82,177,"Upright",80,32601771,"Male",7,9,78
"s2411","Movie","Gigi",1958,"G","G","Fresh",81,37,"Upright",74,20979,"Male",5,8,62
"s2234","Movie","Forbidden Planet",1956,"G","G","Certified-Fresh",96,46,"Upright",85,21483,"Male",6,7,86
"s5123","Movie","Rebel Without a Cause",1955,"PG-13","PG-13","Certified-Fresh",94,50,"Upright",88,58564,"Male",5,8,62
"s7596","Movie","White Christmas",1954,"TV-G","G","Certified-Fresh",77,43,"Upright",88,50102,"Male",4,7,57
