"name","score","year","votes","budget","gross","net_profit","runtime","gender","genre","genre_","rating_","director_","writer_","star_","country_","company_","female_indicator","title_unique_score","cpi","adj_gross","adj_budget"
"Rampage",6.2,1987,2000,7500000,796368,-6703632,97,2,"Drama",7,8,2665,4144,1526,53,725,0,1,1.37912199069391,1098289,10343415
"The Sicilian",5.4,1987,4800,9e+06,5406879,-3593121,115,2,"Action",1,8,1742,2532,381,53,1030,0,1116,1.37912199069391,7456746,12412098
"The Outing",5.1,1987,1600,2e+06,1083395,-916605,87,1,"Horror",10,8,2557,4081,509,53,1087,1,1116,1.37912199069391,1494134,2758244
"Leonard Part 6",2.2,1987,7900,2.4e+07,4615255,-19384745,85,2,"Action",1,6,1988,2115,202,53,644,0,31,1.37912199069391,6365000,33098928
"White Mischief",6.3,1987,2600,5300000,3107551,-2192449,107,1,"Crime",6,8,1782,1672,1961,52,644,1,24,1.37912199069391,4285692,7309347
"Hollywood Shuffle",7,1987,5200,1e+05,5228617,5128617,78,2,"Comedy",5,8,2213,1045,1871,53,658,0,7,1.37912199069391,7210901,137912
"Malone",5.7,1987,2800,1e+07,3060858,-6939142,92,2,"Action",1,8,978,685,282,53,1593,0,1,1.37912199069391,4221297,13791220
"Straight to Hell",5.7,1987,2300,1e+06,210200,-789800,86,2,"Action",1,8,64,102,2111,52,648,0,115,1.37912199069391,289891,1379122
"Five Corners",6.2,1987,3100,5500000,969205,-4530795,90,1,"Crime",6,8,2593,2033,1044,52,601,1,7,1.37912199069391,1336652,7585171
"The Squeeze",4.7,1987,1100,1.9e+07,2228951,-16771049,101,2,"Action",1,7,2240,824,1544,53,2014,0,1116,1.37912199069391,3073995,26203318
"Nadine",5.5,1987,3800,1.2e+07,5669831,-6330169,83,2,"Comedy",5,6,2173,3340,960,53,2014,0,1,1.37912199069391,7819389,16549464
"Personal Services",6.4,1987,1400,19897678,1744164,-18153514,105,1,"Comedy",5,8,2508,921,1162,52,429,1,5,1.37912199069391,2405415,27441325
"In the Mood",6.2,1987,905,7e+06,999382,-6000618,98,2,"Comedy",5,7,2048,3384,1704,53,1275,0,522,1.37912199069391,1378270,9653854
"Surrender",5.4,1987,872,1.5e+07,5711976,-9288024,105,1,"Comedy",5,6,1182,1840,1927,53,1947,1,1,1.37912199069391,7877512,20686830
"September",6.5,1987,9300,1e+07,486434,-9513566,83,1,"Drama",7,6,2684,4165,603,53,1229,1,1,1.37912199069391,670852,13791220
"Sister, Sister",5.4,1987,834,4e+06,743445,-3256555,91,2,"Drama",7,8,231,397,651,53,1537,0,6,1.37912199069391,1025301,5516488
"Million Dollar Mystery",5.1,1987,390,1e+07,989033,-9010967,95,2,"Comedy",5,6,2118,3904,589,53,725,0,16,1.37912199069391,1363997,13791220
"Die Hard",8.2,1988,810000,2.8e+07,141603197,113603197,132,2,"Action",1,8,1316,3435,273,53,2022,0,27,1.43566659923124,203294980,40198665
"Midnight Run",7.5,1988,79000,3e+07,81613606,51613606,126,2,"Action",1,8,1678,1369,1858,53,2042,0,20,1.43566659923124,117169928,43069998
"Beetlejuice",7.5,1988,270000,1.5e+07,74270074,59270074,92,2,"Comedy",5,6,2532,2762,43,53,1951,0,1,1.43566659923124,106627065,21534999
"Big",7.3,1988,205000,1.8e+07,151927281,133927281,104,2,"Comedy",5,6,1994,1333,2195,53,147,0,31,1.43566659923124,218116923,25841999
"Rain Man",8,1988,483000,2.5e+07,354825435,329825435,133,2,"Drama",7,8,195,338,578,53,2033,0,85,1.43566659923124,509411026,35891665
"Running on Empty",7.7,1988,15000,7e+06,2847941,-4152059,116,2,"Crime",6,7,2360,2884,1847,53,784,0,49,1.43566659923124,4088694,10049666
"They Live",7.3,1988,117000,4e+06,13008928,9008928,94,2,"Action",1,8,1273,3238,1881,53,104,0,7,1.43566659923124,18676483,5742666
"Willow",7.3,1988,103000,3.5e+07,57269863,22269863,126,2,"Action",1,6,2247,1375,2243,52,1460,0,1,1.43566659923124,82220429,50248331
"Crocodile Dundee II",5.6,1988,55000,1.4e+07,239606210,225606210,108,2,"Action",1,6,1275,3069,1717,4,1623,0,43,1.43566659923124,343994633,20099332
"Heathers",7.2,1988,92000,3e+06,1163969,-1836031,103,1,"Comedy",5,8,1765,827,2313,53,1538,1,1,1.43566659923124,1671071,4307000
"Coming to America",7.1,1988,196000,3.9e+07,288752301,249752301,117,2,"Comedy",5,8,1307,1128,591,53,1623,0,112,1.43566659923124,414552034,55990997
"Who Framed Roger Rabbit",7.7,1988,187000,7e+07,329803958,259803958,104,2,"Animation",3,6,2217,1329,228,53,2001,0,18,1.43566659923124,473488527,100496662
"Mystic Pizza",6.3,1988,27000,6e+06,12793213,6793213,104,1,"Comedy",5,8,696,160,118,53,1549,1,3,1.43566659923124,18366789,8614000
"Cinema Paradiso",8.5,1988,239000,5e+06,13019063,8019063,155,2,"Drama",7,6,924,1410,1767,25,683,0,2,1.43566659923124,18691034,7178333
"Mississippi Burning",7.8,1988,91000,1.5e+07,34603943,19603943,128,2,"Crime",6,8,48,651,729,53,1593,0,5,1.43566659923124,49679725,21534999
"Child's Play",6.6,1988,91000,9e+06,44196684,35196684,87,1,"Fantasy",9,8,2565,1056,305,53,2033,1,10,1.43566659923124,63451703,12920999
"Twins",6.1,1988,117000,1.5e+07,216614388,201614388,107,2,"Comedy",5,6,1034,4119,149,53,2042,0,1,1.43566659923124,310986042,21534999
"The Naked Gun: from the Files of Police Squad!",7.6,1988,158000,1.2e+07,78756177,66756177,85,2,"Comedy",5,7,633,1848,1329,53,1623,0,2116,1.43566659923124,113067613,17227999
"The Great Outdoors",6.6,1988,41000,2.4e+07,43455230,19455230,91,2,"Comedy",5,6,1011,1996,436,53,2042,0,1125,1.43566659923124,62387222,34455998
"Cocktail",5.9,1988,81000,2e+07,171504781,151504781,104,2,"Comedy",5,8,2234,1535,2190,53,2001,0,1,1.43566659923124,246223686,28713332
"Young Guns",6.9,1988,57000,1.3e+07,45661556,32661556,107,2,"Action",1,8,439,1980,630,53,1490,0,12,1.43566659923124,65554771,18663666
"Working Girl",6.8,1988,54000,2.8e+07,102953112,74953112,113,1,"Comedy",5,8,1825,2293,1509,53,2022,1,28,1.43566659923124,147806344,40198665
"Bloodsport",6.8,1988,79000,1100000,11806119,10706119,92,2,"Action",1,8,1864,3642,955,53,497,0,1,1.43566659923124,16949651,1579233
"The Last Temptation of Christ",7.5,1988,54000,7e+06,8865702,1865702,164,2,"Drama",7,8,1685,2954,2301,8,2042,0,1619,1.43566659923124,12728192,10049666
"Married to the Mob",6.2,1988,16000,1e+07,21486757,11486757,104,1,"Comedy",5,8,1359,345,1570,53,1593,1,610,1.43566659923124,30847819,14356666
"The Land Before Time",7.4,1988,82000,12500000,84460846,71960846,69,2,"Animation",3,3,686,3788,1699,53,1380,0,1165,1.43566659923124,121257616,17945832
"Rambo III",5.8,1988,125000,6.3e+07,189015611,126015611,102,2,"Action",1,8,2026,937,2112,53,517,0,18,1.43566659923124,271363399,90446996
"The Accused",7.2,1988,33000,1.3e+07,32078318,19078318,111,1,"Crime",6,8,1364,3975,1228,8,1623,1,1116,1.43566659923124,46053770,18663666
"Dangerous Liaisons",7.6,1988,66000,1.4e+07,34670720,20670720,119,1,"Drama",7,8,2398,688,760,53,1371,1,8,1.43566659923124,49775595,20099332
"Earth Girls Are Easy",5.4,1988,21000,1e+07,3916303,-6083697,100,1,"Comedy",5,6,1418,2183,726,52,725,1,40,1.43566659923124,5622505,14356666
"Hairspray",7,1988,20000,2e+06,6673032,4673032,92,2,"Comedy",5,6,1340,2065,2056,53,1531,0,1,1.43566659923124,9580249,2871333
"Dead Ringers",7.3,1988,43000,1.3e+07,8038508,-4961492,116,2,"Drama",7,8,567,882,994,8,1490,0,45,1.43566659923124,11540617,18663666
"Bull Durham",7.1,1988,49000,7e+06,50888729,43888729,108,2,"Comedy",5,8,2249,3463,1246,53,1961,0,3,1.43566659923124,73059249,10049666
"The Unbearable Lightness of Being",7.3,1988,35000,1.7e+07,10006806,-6993194,171,2,"Drama",7,8,2058,2835,448,47,1970,0,1586,1.43566659923124,14366437,24406332
"The Blob",6.5,1988,34000,1.9e+07,8247943,-10752057,95,1,"Horror",10,8,453,3867,2027,53,2014,1,1116,1.43566659923124,11841296,27277665
"Oliver & Company",6.7,1988,45000,3.1e+07,74151346,43151346,74,2,"Animation",3,3,906,1871,1055,53,2075,0,84,1.43566659923124,106456611,44505665
"Red Heat",6.1,1988,67000,2.9e+07,34994648,5994648,104,2,"Action",1,8,2641,4075,149,53,517,0,24,1.43566659923124,50240647,41634331
"A Nightmare on Elm Street 4: The Dream Master",5.7,1988,51000,1.3e+07,49369899,36369899,93,2,"Horror",10,8,2106,4095,1861,53,1531,0,1320,1.43566659923124,70878715,18663666
"The Adventures of Baron Munchausen",7.2,1988,52000,46630000,8083123,-38546877,126,2,"Adventure",2,6,2506,618,1087,52,1700,0,1593,1.43566659923124,11604670,66945134
"Halloween 4: The Return of Michael Myers",5.9,1988,45000,5e+06,17768757,12768757,88,2,"Horror",10,8,723,1026,560,53,2005,0,1611,1.43566659923124,25510011,7178333
"Elvira: Mistress of the Dark",6.6,1988,14000,7500000,5596267,-1903733,96,1,"Comedy",5,7,1095,3534,301,53,1519,1,994,1.43566659923124,8034374,10767499
"Mac and Me",3.4,1988,12000,1.3e+07,6424112,-6575888,99,1,"Adventure",2,6,2455,3787,373,53,1394,1,185,1.43566659923124,9222883,18663666
"Above the Law",6,1988,30000,7500000,18869631,11369631,99,2,"Action",1,8,103,191,2092,53,2079,0,505,1.43566659923124,27090499,10767499
"Scrooged",7,1988,90000,3.2e+07,60329001,28329001,101,2,"Comedy",5,7,2116,2847,205,53,1623,0,1,1.43566659923124,86612332,45941331
"The Dead Pool",6.3,1988,42000,3.1e+07,37903295,6903295,91,2,"Action",1,8,333,1505,401,53,2079,0,1160,1.43566659923124,54416495,44505665
"I'm Gonna Git You Sucka",6.6,1988,13000,3e+06,13030057,10030057,88,2,"Action",1,8,1450,2235,1219,53,995,0,50,1.43566659923124,18706818,4307000
"Pumpkinhead",6.2,1988,21000,3500000,4385516,885516,86,2,"Fantasy",9,8,2383,1118,1290,53,725,0,1,1.43566659923124,6296139,5024833
"Friday the 13th Part VII: the New Blood",5.3,1988,34000,2800000,19170001,16370001,88,2,"Horror",10,8,1271,851,2150,53,1623,0,1084,1.43566659923124,27521730,4019866
"License to Drive",6.3,1988,19000,8e+06,22433275,14433275,88,2,"Comedy",5,7,939,2908,416,53,2022,0,114,1.43566659923124,32206704,11485333
"Hellbound: Hellraiser II",6.5,1988,44000,3e+06,12090735,9090735,97,2,"Horror",10,8,2600,3105,565,52,1538,0,39,1.43566659923124,17358264,4307000
"Frantic",6.9,1988,51000,2e+07,17637950,-2362050,120,2,"Crime",6,8,2245,3450,794,15,2079,0,1,1.43566659923124,25322216,28713332
"Colors",6.7,1988,25000,6e+06,46616067,40616067,120,2,"Action",1,8,653,2782,1994,53,1593,0,3,1.43566659923124,66925130,8614000
"My Stepmother Is an Alien",5.4,1988,25000,2e+07,13854000,-6146000,105,2,"Comedy",5,7,2112,1837,436,53,2090,0,75,1.43566659923124,19889725,28713332
"A Cry in the Dark",6.9,1988,9600,1.5e+07,6908797,-8091203,120,1,"Biography",4,7,833,1949,1520,4,494,1,765,1.43566659923124,9918729,21534999
"The Lair of the White Worm",5.9,1988,10000,2500000,1189315,-1310685,93,1,"Comedy",5,8,1460,2259,75,52,2094,1,2103,1.43566659923124,1707460,3589166
"Vampire's Kiss",6,1988,15000,2e+06,725131,-1274869,103,2,"Comedy",5,8,2174,2138,1646,53,1117,0,12,1.43566659923124,1041046,2871333
"Return of the Living Dead II",5.8,1988,19000,6200000,9205924,3005924,89,2,"Comedy",5,8,1463,2264,891,53,1373,0,1062,1.43566659923124,13216638,8901133
"Eight Men Out",7.2,1988,19000,6e+06,5680515,-319485,119,2,"Drama",7,6,1332,1159,1067,53,1593,0,61,1.43566659923124,8155326,8614000
"Maniac Cop",6,1988,15000,1100000,671382,-428618,85,2,"Action",1,8,2667,2335,2187,53,1843,0,15,1.43566659923124,963881,1579233
"Women on the Verge of a Nervous Breakdown",7.6,1988,37000,7e+05,7263129,6563129,88,1,"Comedy",5,8,1991,3093,295,46,1319,1,1097,1.43566659923124,10427432,1004967
"She's Having a Baby",5.9,1988,12000,2e+07,16031707,-3968293,106,2,"Comedy",5,7,1300,1996,1243,53,1623,0,96,1.43566659923124,23016186,28713332
"Tequila Sunrise",6.1,1988,30000,2.3e+07,41292551,18292551,115,2,"Crime",6,8,2212,3412,1507,53,591,0,3,1.43566659923124,59282336,33020332
"Biloxi Blues",6.6,1988,15000,2e+07,51684798,31684798,106,2,"Comedy",5,7,1825,2907,1484,53,1732,0,7,1.43566659923124,74202138,28713332
"Shag",6.4,1988,4000,5e+06,6957975,1957975,98,1,"Comedy",5,6,2707,2330,1768,52,1606,1,1,1.43566659923124,9989332,7178333
"Cocoon: the Return",5.4,1988,16000,17500000,25024919,7524919,116,2,"Adventure",2,6,532,953,556,53,2125,0,512,1.43566659923124,35927440,25124165
"Waxwork",6.2,1988,12000,3e+06,808114,-2191886,95,2,"Comedy",5,8,148,265,2325,53,1607,0,1,1.43566659923124,1160182,4307000
"Funny Farm",6.2,1988,20000,1.9e+07,25537221,6537221,101,2,"Comedy",5,6,905,1753,338,53,669,0,5,1.43566659923124,36662935,27277665
"Fright Night Part 2",5.9,1988,12000,7500000,2983784,-4516216,104,2,"Comedy",5,8,2588,3954,2308,53,2069,0,162,1.43566659923124,4283719,10767499
"Caddyshack II",3.8,1988,15000,2e+07,11798302,-8201698,98,2,"Comedy",5,6,81,488,865,53,1952,0,38,1.43566659923124,16938428,28713332
"School Daze",6,1988,6700,6500000,14545844,8045844,121,2,"Comedy",5,8,2378,3681,1307,53,644,0,9,1.43566659923124,20882982,9331833
"Johnny Be Good",4.6,1988,6300,2.2e+07,17550399,-4449601,91,2,"Comedy",5,8,331,3762,135,53,2124,0,49,1.43566659923124,25196522,31584665
"Short Circuit 2",5.7,1988,24000,1.5e+07,21630088,6630088,110,2,"Comedy",5,6,1465,3526,687,53,2014,0,98,1.43566659923124,31053595,21534999
"The Serpent and the Rainbow",6.5,1988,23000,7e+06,19595031,12595031,98,2,"Fantasy",9,8,2650,4066,209,53,2042,0,1762,1.43566659923124,28131932,10049666
"Monkey Shines",6.2,1988,11000,7e+06,5344577,-1655423,113,2,"Drama",7,8,888,2790,926,53,1593,0,4,1.43566659923124,7673031,10049666
"Masquerade",6.1,1988,3500,1.2e+07,15855828,3855828,91,2,"Drama",7,8,273,1037,1851,53,1460,0,1,1.43566659923124,22763683,17227999
"Phantasm II",6.5,1988,14000,3e+06,7282851,4282851,97,2,"Action",1,8,687,1051,892,53,1893,0,38,1.43566659923124,10455746,4307000
"Tucker: The Man and His Dream",6.9,1988,17000,2.3e+07,19652638,-3347362,110,2,"Biography",4,6,807,292,960,53,1380,0,1351,1.43566659923124,28214636,33020332
"Bright Lights, Big City",5.7,1988,7600,2.5e+07,16118077,-8881923,107,2,"Drama",7,8,1065,1756,1539,53,2033,0,67,1.43566659923124,23140185,35891665
"Shoot to Kill",6.8,1988,12000,1.5e+07,29300090,14300090,110,2,"Action",1,8,2238,1507,2040,53,2001,0,122,1.43566659923124,42065161,21534999
"The Beast of War",7.3,1988,9100,8e+06,161004,-7838996,111,2,"Adventure",2,8,1483,4138,735,53,49,0,1604,1.43566659923124,231148,11485333
"Lady in White",6.7,1988,6400,4700000,1705139,-2994861,113,2,"Fantasy",9,7,822,1294,1397,53,1534,0,158,1.43566659923124,2448011,6747633
"Gorillas in the Mist",7,1988,25000,2.2e+07,61149479,39149479,129,1,"Biography",4,7,1734,1500,2043,53,2042,1,629,1.43566659923124,87790265,31584665
"Alien Nation",6.3,1988,15000,1.6e+07,32155047,16155047,91,2,"Action",1,8,937,3428,881,53,147,0,9,1.43566659923124,46163927,22970666
"Betrayed",6.3,1988,5800,1.9e+07,25816139,6816139,127,1,"Crime",6,8,487,1909,510,27,2033,1,1,1.43566659923124,37063368,27277665
"Miracle Mile",7,1988,9800,3700000,1145404,-2554596,87,2,"Action",1,8,2425,3745,131,53,1117,0,8,1.43566659923124,1644418,5311966
"Appointment with Death",6.2,1988,4200,6e+06,960040,-5039960,102,2,"Crime",6,6,1796,48,1760,53,1038,0,62,1.43566659923124,1378297,8614000
"Critters 2",5.5,1988,14000,4500000,3813293,-686707,86,2,"Comedy",5,7,1804,968,1976,53,1531,0,95,1.43566659923124,5474617,6460500
"Dead Heat",6,1988,7200,5e+06,3588626,-1411374,86,2,"Action",1,8,1648,3857,2228,53,1538,0,50,1.43566659923124,5152070,7178333
"Talk Radio",7.3,1988,13000,4e+06,3468572,-531428,110,2,"Drama",7,8,1915,3728,646,53,601,0,10,1.43566659923124,4979713,5742666
"The Milagro Beanfield War",6.9,1988,6000,2.2e+07,13825794,-8174206,117,2,"Comedy",5,8,2205,2028,1908,53,867,0,1139,1.43566659923124,19849231,31584665
"Bird",7.2,1988,12000,9e+06,2181286,-6818714,161,2,"Biography",4,8,471,1927,691,53,1959,0,3,1.43566659923124,3131599,12920999
"Punchline",5.9,1988,8200,1.5e+07,21042667,6042667,128,1,"Comedy",5,8,620,959,1927,53,644,1,1,1.43566659923124,30210254,21534999
"Little Nikita",6,1988,5100,1.5e+07,1733070,-13266930,98,2,"Drama",7,6,2112,1992,2040,53,644,0,31,1.43566659923124,2488111,21534999
"Vibes",5.7,1988,3900,1.8e+07,1883811,-16116189,99,1,"Adventure",2,6,1458,984,426,53,1171,1,1,1.43566659923124,2704525,25841999
"Red Scorpion",5.2,1988,8400,1.6e+07,4192440,-11807560,105,2,"Action",1,8,1393,3336,548,53,62,0,21,1.43566659923124,6018946,22970666
"Rocket Gibraltar",6.6,1988,1800,3e+06,187349,-2812651,99,2,"Drama",7,6,532,157,281,53,644,0,3,1.43566659923124,268971,4307000
"1969",5.8,1988,3600,7e+06,5979011,-1020989,95,2,"Drama",7,8,766,1228,1859,53,241,0,1,1.43566659923124,8583866,10049666
"Memories of Me",5.7,1988,994,1.2e+07,3965604,-8034396,105,2,"Comedy",5,7,997,1211,215,53,1460,0,507,1.43566659923124,5693285,17227999
"The Couch Trip",5.8,1988,4800,1.9e+07,11005304,-7994696,97,2,"Comedy",5,8,1783,2254,436,53,1593,0,1121,1.43566659923124,15799947,27277665
"Bad Dreams",5.6,1988,3600,4e+06,9797098,5797098,80,1,"Horror",10,8,106,196,983,53,1552,1,27,1.43566659923124,14065366,5742666
"Another Woman",7.3,1988,13000,1e+07,1562749,-8437251,81,1,"Drama",7,6,2684,4165,728,53,1229,1,18,1.43566659923124,2243587,14356666
"Sunset",5.7,1988,3900,1.6e+07,4594452,-11405548,102,2,"Crime",6,8,256,3430,273,53,536,0,3,1.43566659923124,6596101,22970666
"Cop",6.4,1988,4800,3e+06,1984315,-1015685,110,2,"Crime",6,8,1062,1667,907,53,241,0,13,1.43566659923124,2848815,4307000
"Pulse",5.4,1988,2300,6e+06,40397,-5959603,91,2,"Horror",10,7,1969,3061,399,53,232,0,1,1.43566659923124,57997,8614000
"Stormy Monday",6.2,1988,3800,4e+06,1791328,-2208672,93,1,"Crime",6,8,1814,2816,1509,52,241,1,2,1.43566659923124,2571750,5742666
"Switching Channels",5.9,1988,3500,1.8e+07,9129999,-8870001,105,1,"Comedy",5,6,2498,363,1203,53,2014,1,2,1.43566659923124,13107635,25841999
"Crossing Delancey",6.9,1988,3900,4e+06,16262415,12262415,97,1,"Comedy",5,6,1225,3807,85,53,2079,1,6,1.43566659923124,23347406,5742666
"Shakedown",6,1988,3000,6e+06,10068039,4068039,97,2,"Action",1,8,1077,1674,1761,53,1843,0,1,1.43566659923124,14454347,8614000
"Everybody's All-American",6.2,1988,3000,2.2e+07,12638294,-9361706,127,1,"Drama",7,8,2494,1288,1013,53,1535,1,2,1.43566659923124,18144377,31584665
"Heartbreak Hotel",5.7,1988,1200,1.3e+07,5509417,-7490583,97,2,"Comedy",5,7,406,647,492,53,1860,0,15,1.43566659923124,7909686,18663666
"The Kiss",5.4,1988,1500,6e+06,1869148,-4130852,101,1,"Drama",7,8,1992,3967,1038,8,2014,1,1125,1.43566659923124,2683473,8614000
"Spellbinder",5.8,1988,2200,6e+06,657446,-5342554,99,2,"Drama",7,8,1111,4008,2171,53,1460,0,1,1.43566659923124,943873,8614000
"Permanent Record",6.4,1988,1900,8e+06,1893139,-6106861,91,2,"Drama",7,7,1639,1733,35,53,1623,0,2,1.43566659923124,2717916,11485333
"Illegally Yours",4.2,1988,949,1.3e+07,259019,-12740981,102,2,"Comedy",5,6,2003,2750,1851,53,682,0,3,1.43566659923124,371865,18663666
"Track 29",5.9,1988,2000,5e+06,429028,-4570972,90,1,"Drama",7,8,1885,1010,2153,52,1094,1,2,1.43566659923124,615941,7178333
"Ernest Saves Christmas",5.6,1988,10000,6e+06,28202109,22202109,95,2,"Comedy",5,6,1329,1122,1030,53,2001,0,16,1.43566659923124,40488826,8614000
"Moon Over Parador",6,1988,5500,2e+07,11444204,-8555796,103,2,"Comedy",5,7,1976,612,1828,53,2042,0,25,1.43566659923124,16430061,28713332
"Off Limits",6.2,1988,2700,1.2e+07,7242035,-4757965,102,2,"Action",1,8,441,683,2301,53,2022,0,6,1.43566659923124,10397148,17227999
"Tapeheads",5.7,1988,3900,3e+06,343786,-2656214,93,2,"Comedy",5,8,235,400,1067,53,995,0,1,1.43566659923124,493562,4307000
"Apartment Zero",7,1988,3700,4e+06,1267578,-2732422,124,2,"Drama",7,8,1681,2608,797,52,1697,0,6,1.43566659923124,1819819,5742666
"The Good Mother",5.7,1988,1500,1.4e+07,4764606,-9235394,103,1,"Drama",7,8,1555,2703,535,53,2001,1,1144,1.43566659923124,6840386,20099332
"Indiana Jones and the Last Crusade",8.2,1989,707000,4.8e+07,474171806,426171806,127,2,"Action",1,7,2452,1802,794,53,1623,0,693,1.50445073841796,713368124,72213635
"Road House",6.6,1989,66000,1.7e+07,30050028,13050028,114,2,"Action",1,8,2255,3202,1709,53,1857,0,49,1.50445073841796,45208787,25575663
"Batman",7.5,1989,346000,3.5e+07,411508343,376508343,126,2,"Action",1,7,2532,443,1544,53,2079,0,7,1.50445073841796,619094030,52655776
"Bill & Ted's Excellent Adventure",7,1989,123000,1e+07,40508994,30508994,90,2,"Adventure",2,6,2402,656,1217,53,725,0,85,1.50445073841796,60943786,15044507
"Dead Poets Society",8.1,1989,442000,16400000,235860116,219460116,128,2,"Comedy",5,6,2042,3971,1877,53,2001,0,48,1.50445073841796,354839926,24672992
"The Little Mermaid",7.6,1989,244000,4e+07,211343479,171343479,83,1,"Animation",3,3,2246,2027,1043,53,2076,1,1146,1.50445073841796,317955853,60178030
"The Abyss",7.5,1989,167000,7e+07,90000098,20000098,140,2,"Adventure",2,7,1066,1658,583,53,2022,0,1116,1.50445073841796,135400714,105311552
"Back to the Future Part II",7.8,1989,494000,4e+07,332500002,292500002,108,2,"Adventure",2,6,2217,3415,1539,53,2042,0,688,1.50445073841796,500229874,60178030
"Do the Right Thing",8,1989,94000,6500000,37295445,30795445,120,2,"Comedy",5,8,2378,3681,458,53,34,0,524,1.50445073841796,56109160,9778930
"Honey, I Shrunk the Kids",6.4,1989,146000,1.8e+07,222724172,204724172,93,2,"Adventure",2,6,1240,3794,1842,53,2076,0,553,1.50445073841796,335077545,27080113
"Turner & Hooch",6.2,1989,66000,1.3e+07,71079915,58079915,97,2,"Comedy",5,6,2238,1011,2195,53,2001,0,75,1.50445073841796,106936231,19557860
"Sex, Lies, and Videotape",7.2,1989,52000,1200000,24741667,23541667,100,2,"Drama",7,8,2451,3783,902,53,1597,0,147,1.50445073841796,37222619,1805341
"When Harry Met Sally...",7.6,1989,201000,1.6e+07,93232006,77232006,95,2,"Comedy",5,8,2164,2962,215,53,526,0,24,1.50445073841796,140262960,24071212
"Major League",7.2,1989,64000,1.1e+07,49797148,38797148,107,2,"Comedy",5,8,617,952,2188,53,1477,0,9,1.50445073841796,74917356,16548958
"Steel Magnolias",7.3,1989,50000,1.5e+07,96759512,81759512,117,1,"Comedy",5,6,999,3375,2036,53,2014,1,6,1.50445073841796,145569919,22566761
