"name","score","year","votes","budget","gross","net_profit","runtime","gender","genre","genre_","rating_","director_","writer_","star_","country_","company_","female_indicator","title_unique_score","cpi","adj_gross","adj_budget"
"Catwoman",3.4,2004,113000,1e+08,82102379,-17897621,104,1,"Action",1,7,2067,443,788,53,2079,1,1,2.29304066356464,188264094,229304066
"Seed of Chucky",4.8,2004,40000,1.2e+07,24829644,12829644,87,1,"Comedy",5,8,689,1056,984,53,1777,1,467,2.29304066356464,56935383,27516488
"Torque",4.1,2004,27000,4e+07,46546197,6546197,84,2,"Action",1,7,1389,2636,1457,53,2079,0,1,2.29304066356464,106732322,91721627
"Ray",7.7,2004,141000,4e+07,123971376,83971376,152,2,"Biography",4,7,2494,3837,910,53,2042,0,1,2.29304066356464,284271406,91721627
"Chasing Liberty",6.1,2004,37000,2.3e+07,12313323,-10686677,111,1,"Comedy",5,7,123,1018,1419,53,93,1,4,2.29304066356464,28234950,52739935
"Secret Window",6.5,2004,186000,4e+07,92913171,52913171,96,2,"Drama",7,7,589,3717,1097,53,1061,0,19,2.29304066356464,213053679,91721627
"Bride & Prejudice",6.2,2004,20000,7e+06,24716440,17716440,122,2,"Comedy",5,7,959,1717,1457,52,1634,0,85,2.29304066356464,56675802,16051285
"Finding Neverland",7.7,2004,201000,2.5e+07,116650613,91650613,106,2,"Biography",4,6,1617,140,1097,53,1479,0,5,2.29304066356464,267484599,57326017
"Team America: World Police",7.2,2004,162000,3.2e+07,50826898,18826898,98,2,"Action",1,8,2607,4014,2232,53,1623,0,39,2.29304066356464,116548144,73377301
"Sleepover",5.4,2004,16000,1e+07,10143022,143022,89,1,"Comedy",5,6,1243,1160,51,53,1460,1,1,2.29304066356464,23258362,22930407
"The Grudge",5.9,2004,140000,1e+07,187281115,177281115,91,1,"Horror",10,7,2485,3730,1960,53,644,1,1119,2.29304066356464,429443212,22930407
"Around the World in 80 Days",5.9,2004,87000,1.1e+08,72178895,-37821105,120,2,"Action",1,6,817,2173,862,53,2076,0,676,2.29304066356464,165509141,252234473
"Wimbledon",6.3,2004,61000,3.1e+07,41682237,10682237,98,1,"Comedy",5,7,2129,22,1262,52,2042,1,1,2.29304066356464,95579064,71084261
"The Adventures of Sharkboy and Lavagirl 3-D",3.7,2004,35000,5e+07,71992655,21992655,93,2,"Action",1,6,2207,3405,310,53,759,0,1740,2.29304066356464,165082085,114652033
"The Polar Express",6.6,2004,185000,1.65e+08,314215454,149215454,100,2,"Animation",3,3,2217,668,2195,53,526,0,1120,2.29304066356464,720508813,378351709
"Without a Paddle",5.9,2004,45000,1.9e+07,73029190,54029190,95,2,"Adventure",2,7,2438,1306,1486,53,1623,0,78,2.29304066356464,167458902,43567773
"Miracle",7.5,2004,50000,2.8e+07,64445708,36445708,135,2,"Biography",4,6,874,1201,1283,8,1678,0,3,2.29304066356464,147776629,64205139
"Mindhunters",6.4,2004,59000,2.7e+07,21148829,-5851171,106,2,"Crime",6,8,2106,4086,2243,32,759,0,1,2.29304066356464,48495125,61912098
"The Prince and Me",5.9,2004,38000,2.2e+07,37666766,15666766,111,1,"Comedy",5,6,1675,2538,1151,53,1361,1,1309,2.29304066356464,86371426,50446895
"Wicker Park",7,2004,53000,3e+07,21741598,-8258402,114,2,"Drama",7,7,1977,1404,1132,53,1460,0,9,2.29304066356464,49854368,68791220
"Cellular",6.5,2004,95000,2.5e+07,57678321,32678321,94,1,"Action",1,7,612,2335,1255,53,1531,1,1,2.29304066356464,132258735,57326017
"Kinsey",7.1,2004,48000,1.1e+07,17050017,6050017,118,2,"Biography",4,8,231,397,1336,53,987,0,1,2.29304066356464,39096382,25223447
"Anacondas: The Hunt for the Blood Orchid",4.7,2004,30000,2e+07,70992898,50992898,97,2,"Action",1,7,723,1492,1606,53,1826,0,1674,2.29304066356464,162789602,45860813
"Confessions of a Teenage Drama Queen",4.7,2004,28000,1.5e+07,33251890,18251890,89,1,"Comedy",5,6,2302,1102,1353,16,2076,1,552,2.29304066356464,76247936,34395610
"Raising Helen",6,2004,36000,5e+07,49718611,-281389,119,1,"Comedy",5,7,851,3024,1193,53,2001,1,4,2.29304066356464,114006797,114652033
"Fat Albert",4.3,2004,12000,2.6e+07,48551322,22551322,93,2,"Comedy",5,6,1256,398,1236,53,2022,0,6,2.29304066356464,111330156,59619057
"Sky Captain and the World of Tomorrow",6,2004,83000,7e+07,57947036,-12052964,106,1,"Action",1,6,1469,2271,781,53,1623,1,1157,2.29304066356464,132874910,160512846
"The Stepford Wives",5.3,2004,62000,9e+07,103370127,13370127,93,1,"Comedy",5,7,825,1584,1649,53,1623,1,1119,2.29304066356464,237031905,206373660
"Shall We Dance",6.1,2004,45000,5e+07,170128460,120128460,106,2,"Comedy",5,7,2006,2623,1831,53,1479,0,22,2.29304066356464,390111477,114652033
"After the Sunset",6.3,2004,45000,6e+07,62657868,2657868,97,2,"Action",1,7,293,3088,1770,53,1531,0,513,2.29304066356464,143677039,137582440
"A Very Long Engagement",7.6,2004,72000,56600000,69424389,12824389,133,1,"Drama",7,8,1146,3609,160,15,16,1,123,2.29304066356464,159192947,129786102
"The Forgotten",5.8,2004,65000,4.2e+07,117592831,75592831,91,1,"Drama",7,7,1391,1389,1158,53,1761,1,1116,2.29304066356464,269645143,96307708
"Flight of the Phoenix",6.1,2004,52000,4.5e+07,35021497,-9978503,113,2,"Action",1,7,1319,2481,525,53,2022,0,971,2.29304066356464,80305717,103186830
"Saved!",6.7,2004,45000,5e+06,10275509,5275509,92,1,"Comedy",5,7,294,486,969,53,2033,1,1,2.29304066356464,23562160,11465203
"Garfield",5,2004,81000,5e+07,203172417,153172417,80,2,"Animation",3,6,2015,1872,247,53,2022,0,1,2.29304066356464,465882614,114652033
"In Good Company",6.4,2004,54000,2.6e+07,61315215,35315215,109,2,"Comedy",5,7,1989,3087,525,53,2042,0,57,2.29304066356464,140598281,59619057
"First Daughter",5.1,2004,21000,3e+07,10592180,-19407820,106,1,"Comedy",5,6,802,1854,1211,53,1533,1,21,2.29304066356464,24288299,68791220
"Jersey Girl",6.2,2004,64000,3.5e+07,35492921,492921,102,2,"Comedy",5,7,1486,2290,176,53,1479,0,30,2.29304066356464,81386711,80256423
"The Alamo",6,2004,20000,1.07e+08,25819961,-81180039,137,2,"Drama",7,7,1309,2404,525,53,2001,0,1116,2.29304066356464,59206221,245355351
"Raise Your Voice",5.9,2004,27000,1.5e+07,14867514,-132486,103,1,"Family",8,6,2330,2849,818,53,1531,1,18,2.29304066356464,34091814,34395610
"Hidalgo",6.7,2004,79000,1e+08,108040622,8040622,136,2,"Action",1,7,1240,1980,2261,53,2001,0,1,2.29304066356464,247741540,229304066
"Bridget Jones: The Edge of Reason",6,2004,109000,4e+07,265126918,225126918,108,1,"Comedy",5,8,203,1517,1817,52,2042,1,1594,2.29304066356464,607946804,91721627
"Mean Creek",7.2,2004,31000,5e+05,802948,302948,90,2,"Crime",6,8,1051,1643,1894,53,2096,0,5,2.29304066356464,1841192,1146520
"Dirty Dancing: Havana Nights",6,2004,27000,2.5e+07,27685016,2685016,86,2,"Drama",7,7,963,2225,542,53,1361,0,20,2.29304066356464,63482867,57326017
"D.E.B.S.",5.3,2004,15000,3500000,97446,-3402554,91,1,"Action",1,7,133,228,1954,53,1826,1,1,2.29304066356464,223448,8025642
"Club Dread",5.7,2004,29000,8600000,7565807,-1034193,104,2,"Comedy",5,8,1126,1751,949,53,434,0,13,2.29304066356464,17348703,19720150
"Bad Education",7.4,2004,57000,5e+06,40423279,35423279,106,2,"Crime",6,4,1991,3093,716,46,490,0,24,2.29304066356464,92692223,11465203
"Soul Plane",4.5,2004,22000,1.6e+07,14821824,-1178176,86,2,"Comedy",5,8,1197,427,579,53,1460,0,7,2.29304066356464,33987045,36688651
"Thunderbirds",4.3,2004,13000,5.7e+07,28283637,-28716363,95,2,"Action",1,6,1360,1396,208,52,2112,0,1,2.29304066356464,64855530,130703318
"New York Minute",5,2004,22000,3e+07,21289826,-8710174,91,1,"Comedy",5,6,649,1181,1472,53,2079,1,32,2.29304066356464,48818437,68791220
"Birth",6.2,2004,35000,2e+07,23925492,3925492,100,1,"Drama",7,8,1361,1769,1649,52,1531,1,1,2.29304066356464,54862126,45860813
"Vanity Fair",6.2,2004,21000,2.3e+07,19463185,-3536815,141,1,"Drama",7,7,1831,2649,1812,53,969,1,3,2.29304066356464,44629875,52739935
"Exorcist: the Beginning",5.1,2004,34000,8e+07,78110021,-1889979,114,2,"Horror",10,8,2106,4145,2064,53,1490,0,505,2.29304066356464,179109454,183443253
"I Heart Huckabees",6.6,2004,63000,2e+07,20094909,94909,107,2,"Comedy",5,8,607,940,942,52,987,0,59,2.29304066356464,46078443,45860813
"The Door in the Floor",6.7,2004,15000,7500000,6715067,-784933,111,2,"Comedy",5,8,2547,1998,960,53,969,0,1747,2.29304066356464,15397922,17197805
"The Whole Ten Yards",5.5,2004,55000,4e+07,26170671,-13829329,98,2,"Comedy",5,7,1011,2851,273,53,1551,0,1122,2.29304066356464,60010413,91721627
"Envy",4.8,2004,30000,4e+07,14494036,-25505964,99,2,"Comedy",5,7,195,3735,186,53,792,0,1,2.29304066356464,33235414,91721627
"Alfie",6.2,2004,51000,6e+07,35060882,-24939118,103,2,"Comedy",5,8,389,410,1143,52,1623,0,1,2.29304066356464,80396028,137582440
"Superbabies: Baby Geniuses 2",1.9,2004,30000,2e+07,9448644,-10551356,88,2,"Comedy",5,6,263,3371,1106,16,182,0,109,2.29304066356464,21666125,45860813
"Johnson Family Vacation",4.5,2004,7400,1.2e+07,31326183,19326183,97,2,"Comedy",5,7,442,3936,313,53,987,0,20,2.29304066356464,71832211,27516488
"Spartan",6.5,2004,29000,19250000,8112712,-11137288,106,2,"Action",1,8,599,930,2243,16,990,0,1,2.29304066356464,18602779,44141033
"Home on the Range",5.4,2004,21000,1.1e+08,145358062,35358062,76,1,"Animation",3,6,2654,4105,1145,53,2076,1,567,2.29304066356464,333311947,252234473
"Christmas with the Kranks",5.4,2004,45000,6e+07,96593018,36593018,99,2,"Comedy",5,6,1246,1987,2168,53,1761,0,551,2.29304066356464,221491718,137582440
"Win a Date with Tad Hamilton!",5.6,2004,27000,2.2e+07,21513434,-486566,95,1,"Comedy",5,7,2200,4040,1190,53,792,1,125,2.29304066356464,49331179,50446895
"The Merchant of Venice",7,2004,36000,3e+07,21560182,-8439818,131,2,"Drama",7,8,1782,4153,31,52,1499,0,1581,2.29304066356464,49438374,68791220
"Ladder 49",6.5,2004,55000,5.5e+07,100572044,45572044,115,2,"Action",1,7,1130,2417,1040,53,2001,0,3,2.29304066356464,230615787,126117236
"You Got Served",3.9,2004,26000,8e+06,50576805,42576805,95,2,"Drama",7,7,422,666,1678,53,1826,0,53,2.29304066356464,115974670,18344325
"Beyond the Sea",6.7,2004,15000,2.3e+07,8447615,-14552385,118,2,"Biography",4,7,1487,2291,1252,52,1361,0,522,2.29304066356464,19370725,52739935
"Eulogy",6.5,2004,8700,6500000,89781,-6410219,91,2,"Comedy",5,8,1743,2711,1801,52,875,0,1,2.29304066356464,205871,14904764
"The Big Bounce",4.9,2004,18000,5e+07,6808550,-43191450,88,2,"Comedy",5,7,889,1177,1687,53,1842,0,1148,2.29304066356464,15612282,114652033
"Veer-Zaara",7.8,2004,50000,7e+06,6887221,-112779,192,2,"Drama",7,5,2693,44,2005,21,2120,0,1,2.29304066356464,15792678,16051285
"Little Black Book",5.3,2004,18000,3.5e+07,22035509,-12964491,107,1,"Comedy",5,7,1878,2681,264,53,1761,1,70,2.29304066356464,50528318,80256423
"Laws of Attraction",5.9,2004,23000,3.2e+07,30031874,-1968126,90,2,"Comedy",5,7,2018,134,1770,23,727,0,468,2.29304066356464,68864308,73377301
"Maria Full of Grace",7.4,2004,34000,3e+06,12594630,9594630,101,1,"Crime",6,8,1400,2155,302,11,1111,1,476,2.29304066356464,28879999,6879122
"Vera Drake",7.6,2004,24000,1.1e+07,13267869,2267869,125,1,"Crime",6,8,1819,2820,843,52,1341,1,2,2.29304066356464,30423763,25223447
"It's All Gone Pete Tong",7.3,2004,20000,2e+06,1635056,-364944,90,2,"Biography",4,8,1751,2723,1718,52,2018,0,36,2.29304066356464,3749250,4586081
"Catch That Kid",5.2,2004,9800,1.2e+07,16951702,4951702,91,1,"Action",1,6,200,2952,1272,53,984,1,25,2.29304066356464,38870942,27516488
"She Hate Me",5.3,2004,7500,8e+06,1526951,-6473049,138,2,"Comedy",5,8,2378,2732,134,53,34,0,45,2.29304066356464,3501361,18344325
"Welcome to Mooseport",5.2,2004,12000,3e+07,14615099,-15384901,110,2,"Comedy",5,7,696,1076,729,53,2022,0,112,2.29304066356464,33513016,68791220
"Clifford's Really Big Movie",5.4,2004,822,70000,3255426,3185426,74,2,"Animation",3,3,2177,3262,1089,53,351,0,76,2.29304066356464,7464824,160513
"Harry Potter and the Goblet of Fire",7.7,2005,566000,1.5e+08,896678241,746678241,157,2,"Adventure",2,7,1824,3753,453,52,2079,0,1146,2.37022051385798,2125325161,355533077
"The 40-Year-Old Virgin",7.1,2005,407000,2.6e+07,177378645,151378645,116,2,"Comedy",5,8,1410,2164,2083,53,2042,0,1118,2.37022051385798,420426503,61625733
"Pride & Prejudice",7.8,2005,269000,2.8e+07,121616555,93616555,129,1,"Drama",7,6,1247,990,1221,15,969,1,80,2.37022051385798,288258053,66366174
"Batman Begins",8.2,2005,1300000,1.5e+08,373661946,223661946,140,2,"Action",1,7,450,443,364,52,2079,0,9,2.37022051385798,885661210,355533077
"Brokeback Mountain",7.7,2005,333000,1.4e+07,178062759,164062759,134,2,"Drama",7,8,132,259,873,53,969,0,7,2.37022051385798,422048004,33183087
"Sin City",8,2005,745000,4e+07,158733820,118733820,124,2,"Crime",6,8,824,1295,1574,53,759,0,37,2.37022051385798,376234156,94808821
"Charlie and the Chocolate Factory",6.6,2005,441000,1.5e+08,474968763,324968763,115,2,"Adventure",2,6,2532,3321,1097,52,2079,0,651,2.37022051385798,1125780706,355533077
"V for Vendetta",8.1,2005,1100000,5.4e+07,132511035,78511035,132,2,"Action",1,8,1090,2420,832,53,2079,0,46,2.37022051385798,314080373,127991908
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,2005,375000,1.8e+08,745013115,565013115,143,1,"Adventure",2,6,99,238,2167,52,2076,1,3857,2.37022051385798,1765845368,426639692
"Wedding Crashers",6.9,2005,339000,4e+07,288467645,248467645,119,2,"Comedy",5,8,569,3746,1687,53,1531,0,16,2.37022051385798,683731930,94808821
"War of the Worlds",6.5,2005,424000,1.32e+08,603873119,471873119,116,2,"Adventure",2,7,2452,2144,2190,53,1623,0,986,2.37022051385798,1431312454,312869108
"Kingdom of Heaven",7.2,2005,272000,1.3e+08,218122627,88122627,144,2,"Action",1,8,2148,4140,1680,52,2022,0,484,2.37022051385798,516998725,308128667
"Constantine",7,2005,317000,1e+08,230884728,130884728,121,2,"Action",1,8,808,1709,1217,53,2079,0,1,2.37022051385798,547247719,237022051
"Star Wars: Episode III - Revenge of the Sith",7.5,2005,729000,1.13e+08,868390560,755390560,140,2,"Action",1,7,898,1375,799,53,1380,0,1055,2.37022051385798,2058277119,267834918
"King Kong",7.2,2005,403000,2.07e+08,562363449,355363449,187,1,"Action",1,7,2021,1270,1610,53,2042,1,26,2.37022051385798,1332925383,490635646
"The Hitchhiker's Guide to the Galaxy",6.7,2005,190000,5e+07,104478416,54478416,109,2,"Adventure",2,6,853,1079,1456,52,2001,0,1726,2.37022051385798,247636885,118511026
"Fantastic Four",5.7,2005,316000,1e+08,333535934,233535934,106,2,"Action",1,7,2542,2557,847,53,2022,0,15,2.37022051385798,790553713,237022051
"Serenity",7.8,2005,287000,3.9e+07,40445129,1445129,119,2,"Action",1,7,1403,2157,1622,53,2042,0,1,2.37022051385798,95863874,92438600
"Mr. & Mrs. Smith",6.5,2005,461000,1.1e+08,487287646,377287646,120,2,"Action",1,7,706,3666,239,53,1533,0,103,2.37022051385798,1154979175,260724257
"The Island",6.8,2005,304000,1.26e+08,162949164,36949164,136,1,"Action",1,7,1736,580,1968,53,792,1,1124,2.37022051385798,386225451,298647785
"Waiting...",6.7,2005,93000,3e+06,18637690,15637690,94,2,"Comedy",5,8,2160,3325,1921,53,807,0,1,2.37022051385798,44175435,7110662
"Match Point",7.6,2005,209000,1.5e+07,85638656,70638656,124,1,"Drama",7,8,2684,4165,1968,52,312,1,6,2.37022051385798,202982499,35553308
"Hostel",5.9,2005,172000,4800000,81979826,77179826,94,2,"Horror",10,8,739,1158,950,53,1541,0,1,2.37022051385798,194310265,11377058
"Sky High",6.2,2005,81000,3.5e+07,86369815,51369815,100,2,"Adventure",2,6,1823,3068,1283,53,2076,0,21,2.37022051385798,204715507,82957718
"Assault on Precinct 13",6.3,2005,75000,3e+07,35294470,5294470,109,2,"Action",1,8,1139,1960,658,15,1777,0,52,2.37022051385798,83655677,71106615
"Madagascar",6.9,2005,376000,7.5e+07,542063846,467063846,86,2,"Animation",3,6,754,2546,361,53,791,0,3,2.37022051385798,1284810848,177766539
"Hard Candy",7.1,2005,156000,950000,7022209,6072209,104,2,"Drama",7,8,622,503,1710,53,1361,0,15,2.37022051385798,16644184,2251709
"The Sisterhood of the Traveling Pants",6.5,2005,56000,2.5e+07,42013878,17013878,119,1,"Comedy",5,6,1458,236,80,53,93,1,2085,2.37022051385798,99582156,59255513
"The Longest Yard",6.4,2005,167000,8.2e+07,191466556,109466556,113,2,"Comedy",5,7,2036,93,14,53,1623,0,1119,2.37022051385798,453817959,194358082
"Red Eye",6.5,2005,115000,2.6e+07,96258201,70258201,85,1,"Thriller",14,7,2650,551,1781,53,792,1,28,2.37022051385798,228153163,61625733
"House of Wax",5.4,2005,118000,4e+07,68766121,28766121,113,2,"Horror",10,8,1125,603,315,4,2079,0,500,2.37022051385798,162990871,94808821
"Four Brothers",6.8,2005,138000,4.5e+07,92374674,47374674,109,2,"Action",1,8,1335,888,1449,53,1623,0,20,2.37022051385798,218948347,106659923
"The Dukes of Hazzard",5.1,2005,76000,5e+07,111069515,61069515,104,2,"Comedy",5,7,1126,1472,1997,53,2079,0,1581,2.37022051385798,263259243,118511026
"The Interpreter",6.4,2005,101000,8e+07,162944923,82944923,128,1,"Crime",6,7,2476,2613,1649,52,2042,1,1116,2.37022051385798,386215399,189617641
"Walk the Line",7.8,2005,239000,2.8e+07,186797986,158797986,136,2,"Biography",4,7,1087,2069,1040,53,984,0,514,2.37022051385798,442752418,66366174
"Lords of Dogtown",7.1,2005,53000,2.5e+07,13411957,-11588043,107,2,"Biography",4,7,371,3684,801,53,644,0,467,2.37022051385798,31789296,59255513
"Munich",7.5,2005,216000,7e+07,130982129,60982129,164,2,"Action",1,8,2452,3997,645,53,792,0,1,2.37022051385798,310456529,165915436
"Kiss Kiss Bang Bang",7.5,2005,219000,1.5e+07,15785148,785148,103,2,"Comedy",5,8,2347,479,1859,53,2079,0,26,2.37022051385798,37414282,35553308
"The Constant Gardener",7.4,2005,135000,2.5e+07,82468097,57468097,129,2,"Drama",7,8,793,1803,1792,52,969,0,1117,2.37022051385798,195467575,59255513
"The Pacifier",5.6,2005,90000,5.6e+07,198636868,142636868,95,2,"Action",1,6,22,3887,2262,8,2076,0,1116,2.37022051385798,470813179,132732349
"A History of Violence",7.4,2005,228000,3.2e+07,61385065,29385065,96,2,"Drama",7,8,567,2063,2261,8,1531,0,575,2.37022051385798,145496140,75847056
"The Devil's Rejects",6.8,2005,95000,7e+06,20901859,13901859,107,2,"Horror",10,8,2168,3330,2039,53,1361,0,1121,2.37022051385798,49542015,16591544
"Hitch",6.6,2005,301000,7e+07,371594210,301594210,118,2,"Comedy",5,7,127,2274,2299,53,644,0,1,2.37022051385798,880760219,165915436
"Mirrormask",6.8,2005,22000,4e+06,866999,-3133001,101,1,"Adventure",2,6,556,2901,2065,52,745,1,1,2.37022051385798,2054979,9480882
"Rent",6.9,2005,49000,4e+07,31670620,-8329380,135,2,"Drama",7,7,406,3704,2135,53,1756,0,1,2.37022051385798,75066353,94808821
"Robots",6.3,2005,137000,7.5e+07,262511490,187511490,91,2,"Animation",3,6,424,3460,665,53,2023,0,1,2.37022051385798,622210119,177766539
"Jarhead",7,2005,179000,7.2e+07,97076152,25076152,125,2,"Action",1,8,2285,4116,873,53,2042,0,1,2.37022051385798,230091887,170655877
"Into the Blue",5.9,2005,74000,5e+07,46117696,-3882304,110,2,"Action",1,7,1336,2636,1730,53,644,0,525,2.37022051385798,109309109,118511026
"Saw II",6.6,2005,239000,4e+06,147748505,143748505,93,2,"Horror",10,8,551,2387,562,8,2024,0,43,2.37022051385798,350196537,9480882
"Flightplan",6.3,2005,155000,5.5e+07,223387299,168387299,98,1,"Drama",7,7,2208,3101,1044,53,2001,1,1,2.37022051385798,529477159,130362128
"Coach Carter",7.3,2005,133000,3e+07,76669554,46669554,136,2,"Biography",4,7,2518,2586,1947,53,633,0,4,2.37022051385798,181723750,71106615
"Dark Water",5.6,2005,60000,3e+07,68357079,38357079,105,1,"Drama",7,7,2642,2311,976,53,2001,1,38,2.37022051385798,162021351,71106615
"Lord of War",7.6,2005,3e+05,5e+07,72617068,22617068,122,2,"Action",1,8,114,207,1646,15,850,0,493,2.37022051385798,172118464,118511026
"Zathura: A Space Adventure",6.2,2005,97000,6.5e+07,65079104,79104,101,2,"Action",1,6,1346,668,1133,53,644,0,121,2.37022051385798,154251827,154064333
"The Quiet",6.2,2005,16000,9e+05,381420,-518580,96,1,"Crime",6,8,1103,18,288,53,158,1,1120,2.37022051385798,904050,2133198
"The Amityville Horror",6,2005,107000,1.9e+07,107516369,88516369,90,2,"Horror",10,8,105,3574,1921,53,1460,0,1120,2.37022051385798,254837503,45034190
"Be Cool",5.6,2005,68000,5.3e+07,95763716,42763716,118,2,"Comedy",5,7,779,1177,1095,53,1460,0,19,2.37022051385798,226981124,125621687
"Yours, Mine & Ours",5.5,2005,27000,4.5e+07,72662923,27662923,88,2,"Comedy",5,6,2080,3451,525,53,1623,0,78,2.37022051385798,172227151,106659923
"Cinderella Man",8,2005,179000,8.8e+07,108539911,20539911,144,2,"Biography",4,7,2247,728,1913,53,2042,0,84,2.37022051385798,257263524,208579405
"Nanny McPhee",6.6,2005,70000,2.5e+07,123276807,98276807,97,1,"Comedy",5,6,1499,1188,642,53,2042,1,6,2.37022051385798,292193217,59255513
"The Brothers Grimm",5.9,2005,118000,8.8e+07,105316267,17316267,118,2,"Action",1,7,2506,1151,1479,53,759,0,1127,2.37022051385798,249622776,208579405
"Sahara",6,2005,94000,1.3e+08,119240351,-10759649,124,2,"Action",1,7,288,732,1488,52,1623,0,1,2.37022051385798,282625926,308128667
"Corpse Bride",7.3,2005,251000,4e+07,118090836,78090836,77,2,"Animation",3,6,2532,3896,1097,53,2079,0,9,2.37022051385798,279901322,94808821
"Transporter 2",6.3,2005,195000,3.2e+07,89083229,57083229,87,2,"Action",1,8,1579,2467,945,15,878,0,96,2.37022051385798,211146897,75847056
"Two for the Money",6.3,2005,44000,3.5e+07,30526509,-4473491,122,2,"Crime",6,8,500,782,1488,53,2042,0,567,2.37022051385798,72354558,82957718
"The New World",6.7,2005,84000,3e+07,49334775,19334775,135,2,"Biography",4,7,2503,3854,404,53,1531,0,1164,2.37022051385798,116934296,71106615
"Brick",7.3,2005,103000,475000,3947579,3472579,110,2,"Action",1,8,2107,3263,1125,53,335,0,2,2.37022051385798,9356633,1125855
"Wolf Creek",6.2,2005,69000,1e+06,30894796,29894796,99,2,"Horror",10,8,942,1438,1624,4,257,0,9,2.37022051385798,73227479,2370221
"The Exorcism of Emily Rose",6.7,2005,122000,1.9e+07,145166804,126166804,119,1,"Drama",7,7,2311,3066,1300,53,1826,1,1588,2.37022051385798,344077337,45034190
"Elektra",4.7,2005,89000,4.3e+07,56995646,13995646,97,1,"Action",1,7,2154,2589,977,8,2022,1,1,2.37022051385798,135092249,101919482
"Doom",5.2,2005,110000,6e+07,58072119,-1927881,105,2,"Action",1,8,121,855,1186,52,1253,0,2,2.37022051385798,137643728,142213231
"The Legend of Zorro",6,2005,95000,7.5e+07,142400065,67400065,129,2,"Action",1,6,1679,3418,140,53,644,0,1601,2.37022051385798,337519555,177766539
"Cheaper by the Dozen 2",5.5,2005,56000,6e+07,130154568,70154568,94,2,"Adventure",2,6,22,3535,2087,53,2022,0,608,2.37022051385798,308495027,142213231
"Æon Flux",5.5,2005,125000,6.2e+07,53321673,-8678327,93,1,"Action",1,7,1443,3158,330,53,1623,1,2,2.37022051385798,126384123,146953672
"Rumor Has It...",5.5,2005,55000,7e+07,88933562,18933562,97,1,"Comedy",5,7,2164,3840,972,53,2079,1,7,2.37022051385798,210792153,165915436
"The Producers",6.3,2005,42000,4.5e+07,38075318,-6924682,134,2,"Comedy",5,7,2471,2678,1623,53,2042,0,1116,2.37022051385798,90246900,106659923
"Kicking & Screaming",5.6,2005,37000,4.5e+07,56070433,11070433,95,2,"Comedy",5,6,1191,2392,2294,53,2042,0,75,2.37022051385798,132899291,106659923
"The Cave",5.1,2005,36000,3e+07,33296457,3296457,97,1,"Action",1,7,313,2789,1771,53,1826,1,1117,2.37022051385798,78919945,71106615
"Broken Flowers",7.2,2005,1e+05,1e+07,47329961,37329961,106,2,"Comedy",5,8,1208,1876,205,15,969,0,7,2.37022051385798,112182444,23702205
"Fun with Dick and Jane",6.2,2005,139000,1e+08,204681899,104681899,90,2,"Comedy",5,7,639,2164,1024,53,644,0,192,2.37022051385798,485141236,237022051
"Imagine Me & You",6.8,2005,31000,7900000,2635305,-5264695,90,1,"Comedy",5,8,1910,2965,1771,52,312,1,159,2.37022051385798,6246254,18724742
"The Family Stone",6.3,2005,63000,1.8e+07,92884429,74884429,103,2,"Comedy",5,7,2517,3876,530,53,1949,0,1134,2.37022051385798,220156579,42663969
"Just Like Heaven",6.7,2005,101000,5.8e+07,102854431,44854431,95,1,"Comedy",5,7,1671,3149,1812,53,792,1,34,2.37022051385798,243787682,137472790
"Capote",7.3,2005,128000,7e+06,49327405,42327405,114,2,"Biography",4,8,213,781,1765,53,2033,0,1,2.37022051385798,116916827,16591544
"The Skeleton Key",6.5,2005,108000,4.3e+07,93983911,50983911,104,1,"Drama",7,7,1021,1151,1193,53,2042,1,1118,2.37022051385798,222762594,101919482
"The Squid and the Whale",7.3,2005,80000,1500000,11098131,9598131,81,2,"Comedy",5,8,1901,2957,1686,53,1802,0,1761,2.37022051385798,26305018,3555331
"Land of the Dead",6.2,2005,93000,1.5e+07,47074133,32074133,93,2,"Horror",10,8,888,1360,1081,53,2042,0,1017,2.37022051385798,111576076,35553308
"Elizabethtown",6.4,2005,68000,4.5e+07,52164016,7164016,123,2,"Comedy",5,7,342,546,1680,53,1623,0,1,2.37022051385798,123640221,106659923
"Chicken Little",5.7,2005,88000,1.5e+08,314432837,164432837,81,2,"Animation",3,3,1645,2550,2322,53,2076,0,32,2.37022051385798,745275160,355533077
"Monster-in-Law",5.6,2005,58000,4.3e+07,155457327,112457327,101,1,"Comedy",5,7,2200,276,980,53,1531,1,1,2.37022051385798,368468145,101919482
"Domino",5.9,2005,65000,5e+07,22984628,-27015372,127,1,"Action",1,8,2602,3284,1221,53,1531,1,1,2.37022051385798,54478637,118511026
"The Ring Two",5.4,2005,93000,5e+07,163995949,113995949,110,1,"Horror",10,7,1003,1151,1610,53,792,1,1135,2.37022051385798,388706563,118511026
"Deuce Bigalow: European Gigolo",4.7,2005,49000,2.2e+07,45109561,23109561,83,2,"Comedy",5,8,1811,1501,1854,53,644,0,9,2.37022051385798,106919607,52144851
"Harsh Times",6.9,2005,64000,2e+06,5969708,3969708,116,2,"Action",1,8,561,863,364,53,158,0,5,2.37022051385798,14149524,4740441
